Date,High,Low,Open,Close,Volume,Adj Close
2019-09-10,54.19499969482422,52.9275016784668,53.46500015258789,54.17499923706055,127111600,53.0029411315918
2019-09-11,55.9275016784668,54.432498931884766,54.51750183105469,55.897499084472656,177158400,54.688175201416016
2019-09-12,56.60499954223633,55.71500015258789,56.20000076293945,55.772499084472656,128906800,54.56588363647461
2019-09-13,55.1974983215332,54.255001068115234,55.0,54.6875,159053200,53.50435256958008
2019-09-16,55.032501220703125,54.38999938964844,54.432498931884766,54.974998474121094,84632400,53.78563690185547
2019-09-17,55.20500183105469,54.779998779296875,54.9900016784668,55.17499923706055,73274800,53.981300354003906
2019-09-18,55.712501525878906,54.86000061035156,55.26499938964844,55.692501068115234,101360000,54.487613677978516
2019-09-19,55.939998626708984,55.092498779296875,55.502498626708984,55.2400016784668,88242400,54.04490280151367
2019-09-20,55.63999938964844,54.36750030517578,55.345001220703125,54.432498931884766,221652400,53.2548713684082
2019-09-23,54.959999084472656,54.412498474121094,54.73749923706055,54.68000030517578,76662000,53.49702835083008
2019-09-24,55.622501373291016,54.29750061035156,55.25749969482422,54.41999816894531,124763200,53.242637634277344
2019-09-25,55.375,54.28499984741211,54.63750076293945,55.25749969482422,87613600,54.06201934814453
2019-09-26,55.23500061035156,54.70750045776367,55.0,54.97249984741211,75334000,53.7831916809082
2019-09-27,55.2400016784668,54.31999969482422,55.1349983215332,54.70500183105469,101408000,53.521484375
2019-09-30,56.14500045776367,55.1974983215332,55.224998474121094,55.99250030517578,103909600,54.7811164855957
2019-10-01,57.05500030517578,56.04999923706055,56.26750183105469,56.147499084472656,139223200,54.932762145996094
2019-10-02,55.89500045776367,54.48249816894531,55.76499938964844,54.7400016784668,138449200,53.55571746826172
2019-10-03,55.2400016784668,53.782501220703125,54.60749816894531,55.20500183105469,114426000,54.01066207885742
2019-10-04,56.872501373291016,55.97249984741211,56.40999984741211,56.752498626708984,138478800,55.52467727661133
2019-10-07,57.48249816894531,56.459999084472656,56.567501068115234,56.76499938964844,122306000,55.53691101074219
2019-10-08,57.01499938964844,56.08250045776367,56.45500183105469,56.099998474121094,111820000,54.88629150390625
2019-10-09,56.9474983215332,56.40999984741211,56.75749969482422,56.75749969482422,74770400,55.529571533203125
