Date,High,Low,Open,Close,Volume,Adj Close
2019-09-10,60.5,59.729000091552734,59.75749969482422,60.29999923706055,25202000,60.29999923706055
2019-09-11,61.130001068115234,60.11000061035156,60.170501708984375,61.00849914550781,26140000,61.00849914550781
2019-09-12,62.09299850463867,61.1510009765625,61.21500015258789,61.712501525878906,34518000,61.712501525878906
2019-09-13,62.04399871826172,61.35049819946289,61.567501068115234,61.97800064086914,26028000,61.97800064086914
2019-09-16,61.97800064086914,61.28049850463867,61.47600173950195,61.564998626708984,21066000,61.564998626708984
2019-09-17,61.75,61.18450164794922,61.52000045776367,61.45750045776367,19102000,61.45750045776367
2019-09-18,61.78049850463867,60.826499938964844,61.3754997253418,61.62049865722656,22702000,61.62049865722656
2019-09-19,62.22200012207031,61.60100173950195,61.60300064086914,61.93550109863281,19920000,61.93550109863281
2019-09-20,62.16600036621094,61.15399932861328,61.65599822998047,61.496498107910156,45400000,61.496498107910156
2019-09-23,61.954498291015625,61.208499908447266,61.29999923706055,61.701499938964844,21248000,61.701499938964844
2019-09-24,62.33700180053711,60.534000396728516,62.0,60.9379997253418,31664000,60.9379997253418
2019-09-25,62.415000915527344,60.50450134277344,60.79100036621094,62.32600021362305,29060000,62.32600021362305
2019-09-26,62.25,61.613399505615234,62.097999572753906,62.06949996948242,30760000,62.06949996948242
2019-09-27,62.20100021362305,60.72249984741211,62.1505012512207,61.25450134277344,27078000,61.25450134277344
2019-09-30,61.29999923706055,60.6150016784668,61.048500061035156,60.95000076293945,28082000,60.95000076293945
2019-10-01,61.561500549316406,60.17900085449219,60.95000076293945,60.255001068115234,25470000,60.255001068115234
2019-10-02,59.8489990234375,58.56449890136719,59.8489990234375,58.83150100708008,32302000,58.83150100708008
2019-10-03,59.452999114990234,58.121498107910156,59.0,59.39149856567383,32424000,59.39149856567383
2019-10-04,60.571998596191406,59.458499908447266,59.59450149536133,60.45000076293945,23248000,60.45000076293945
2019-10-07,60.91019821166992,60.1875,60.220001220703125,60.38399887084961,16858000,60.38399887084961
2019-10-08,60.30400085449219,59.45050048828125,59.87950134277344,59.45650100708008,20786000,59.45650100708008
2019-10-09,60.41749954223633,59.881500244140625,59.967498779296875,60.115501403808594,17354000,60.115501403808594
