PERMNO,CUSIP,Ticker,DlyCalDt,DlyPrc,DlyRetx,DlyClose
14593,03783310,AAPL,20200512,311.4100,-0.011428,311.4100
14593,03783310,AAPL,20200513,307.6500,-0.012074,307.6500
14593,03783310,AAPL,20200514,309.5400,0.006143,309.5400
14593,03783310,AAPL,20200515,307.7100,-0.005912,307.7100
14593,03783310,AAPL,20200518,314.9600,0.023561,314.9600
14593,03783310,AAPL,20200519,313.1400,-0.005779,313.1400
14593,03783310,AAPL,20200520,319.2300,0.019448,319.2300
14593,03783310,AAPL,20200521,316.8500,-0.007455,316.8500
14593,03783310,AAPL,20200522,318.8900,0.006438,318.8900
14593,03783310,AAPL,20200526,316.7300,-0.006773,316.7300
14593,03783310,AAPL,20200527,318.1100,0.004357,318.1100
14593,03783310,AAPL,20200528,318.2500,0.000440,318.2500
14593,03783310,AAPL,20200529,317.9400,-0.000974,317.9400
14593,03783310,AAPL,20200601,321.8500,0.012298,321.8500
14593,03783310,AAPL,20200602,323.3400,0.004629,323.3400
14593,03783310,AAPL,20200603,325.1200,0.005505,325.1200
14593,03783310,AAPL,20200604,322.3200,-0.008612,322.3200
14593,03783310,AAPL,20200605,331.5000,0.028481,331.5000
14593,03783310,AAPL,20200608,333.4600,0.005913,333.4600
14593,03783310,AAPL,20200609,343.9900,0.031578,343.9900
14593,03783310,AAPL,20200610,352.8400,0.025727,352.8400
14593,03783310,AAPL,20200611,335.9000,-0.048010,335.9000
14593,03783310,AAPL,20200612,338.8000,0.008634,338.8000
14593,03783310,AAPL,20200615,342.9900,0.012367,342.9900
14593,03783310,AAPL,20200616,352.0800,0.026502,352.0800
14593,03783310,AAPL,20200617,351.5900,-0.001392,351.5900
14593,03783310,AAPL,20200618,351.7300,0.000398,351.7300
14593,03783310,AAPL,20200619,349.7200,-0.005715,349.7200
14593,03783310,AAPL,20200622,358.8700,0.026164,358.8700
14593,03783310,AAPL,20200623,366.5300,0.021345,366.5300
14593,03783310,AAPL,20200624,360.0600,-0.017652,360.0600
14593,03783310,AAPL,20200625,364.8400,0.013276,364.8400
14593,03783310,AAPL,20200626,353.6300,-0.030726,353.6300
14593,03783310,AAPL,20200629,361.7800,0.023047,361.7800
14593,03783310,AAPL,20200630,364.8000,0.008348,364.8000
14593,03783310,AAPL,20200701,364.1100,-0.001891,364.1100
14593,03783310,AAPL,20200702,364.1100,0.000000,364.1100
14593,03783310,AAPL,20200706,373.8500,0.026750,373.8500
14593,03783310,AAPL,20200707,372.6900,-0.003103,372.6900
14593,03783310,AAPL,20200708,381.3700,0.023290,381.3700
14593,03783310,AAPL,20200709,382.7300,0.003566,382.7300
14593,03783310,AAPL,20200710,383.6800,0.002482,383.6800
14593,03783310,AAPL,20200713,381.9100,-0.004613,381.9100
14593,03783310,AAPL,20200714,388.2300,0.016548,388.2300
14593,03783310,AAPL,20200715,390.9000,0.006877,390.9000
14593,03783310,AAPL,20200716,386.0900,-0.012305,386.0900
14593,03783310,AAPL,20200717,385.3100,-0.002020,385.3100
14593,03783310,AAPL,20200720,393.4300,0.021074,393.4300
14593,03783310,AAPL,20200721,388.0000,-0.013802,388.0000
14593,03783310,AAPL,20200722,389.0900,0.002809,389.0900
14593,03783310,AAPL,20200723,371.3800,-0.045516,371.3800
14593,03783310,AAPL,20200724,370.4600,-0.002477,370.4600
14593,03783310,AAPL,20200727,379.2400,0.023700,379.2400
14593,03783310,AAPL,20200728,373.0100,-0.016428,373.0100
